,Race,Gender,Year,JobType
47181,Minority,Men,2015,Unskilled
20776,Minority,Women,2015,Unskilled
63469,White,Men,2015,Semi-Skilled
52103,White,Men,2015,Unskilled
78348,White,Men,2015,Unskilled
37406,White,Women,2007,Unskilled
20426,White,Women,2015,Skilled
78253,White,Women,2007,Unskilled
28024,Minority,Women,2007,Semi-Skilled
59676,White,Men,2007,Semi-Skilled
25418,Minority,Men,2007,Semi-Skilled
68419,White,Women,2007,Unskilled
19079,White,Men,2015,Skilled
35649,Minority,Women,2007,Unskilled
14761,Minority,Women,2007,Unskilled
11883,White,Men,2015,Skilled
14933,Minority,Women,2007,Unskilled
80128,White,Men,2015,Unskilled
15148,White,Men,2007,Skilled
3641,Minority,Women,2015,Skilled
55522,White,Men,2007,Semi-Skilled
23452,White,Men,2007,Unskilled
23294,Minority,Men,2015,Unskilled
36052,White,Women,2007,Unskilled
54274,White,Men,2015,Unskilled
83488,White,Women,2015,Unskilled
26667,Minority,Men,2007,Semi-Skilled
5339,White,Men,2007,Skilled
19293,Minority,Women,2015,Unskilled
20641,Minority,Women,2015,Unskilled
12598,White,Women,2015,Skilled
17317,Minority,Men,2015,Unskilled
3018,White,Men,2007,Skilled
29000,Minority,Men,2015,Semi-Skilled
8612,White,Men,2015,Skilled
39472,White,Women,2007,Unskilled
41446,Minority,Men,2007,Unskilled
438,White,Men,2007,Skilled
44150,White,Women,2015,Unskilled
72135,White,Women,2015,Unskilled
19271,White,Men,2015,Skilled
18602,White,Men,2015,Skilled
53043,White,Men,2015,Unskilled
21530,Minority,Men,2007,Unskilled
14710,Minority,Women,2007,Unskilled
33882,White,Women,2015,Unskilled
6445,Minority,Women,2015,Skilled
38709,White,Women,2007,Unskilled
52648,Minority,Women,2015,Unskilled
46196,Minority,Men,2015,Unskilled
16403,Minority,Women,2007,Unskilled
73012,White,Men,2007,Unskilled
44097,Minority,Women,2007,Unskilled
12802,Minority,Women,2015,Unskilled
38002,White,Women,2007,Unskilled
72724,White,Men,2007,Unskilled
1758,Minority,Women,2007,Skilled
38133,White,Women,2007,Unskilled
44863,Minority,Women,2007,Unskilled
60536,White,Women,2007,Semi-Skilled
69098,White,Women,2007,Unskilled
6661,White,Women,2007,Skilled
35389,White,Men,2007,Unskilled
45707,Minority,Men,2015,Unskilled
45117,White,Women,2015,Unskilled
49995,White,Men,2007,Unskilled
46504,Minority,Men,2015,Unskilled
65757,White,Women,2015,Semi-Skilled
50160,Minority,Women,2015,Unskilled
77972,White,Women,2007,Unskilled
56464,White,Men,2007,Semi-Skilled
1036,White,Women,2007,Skilled
45435,White,Women,2015,Unskilled
52682,White,Men,2015,Unskilled
24535,Minority,Men,2007,Semi-Skilled
34763,Minority,Women,2007,Unskilled
33979,White,Men,2007,Unskilled
31212,White,Women,2015,Unskilled
2703,Minority,Men,2015,Skilled
47259,White,Women,2015,Unskilled
51613,Minority,Women,2015,Unskilled
42149,White,Men,2015,Unskilled
48780,White,Men,2007,Unskilled
31122,White,Women,2015,Unskilled
26584,White,Women,2007,Unskilled
36291,Minority,Men,2015,Unskilled
4844,Minority,Women,2007,Skilled
48135,White,Men,2007,Unskilled
433,White,Men,2007,Skilled
83561,White,Women,2015,Unskilled
53203,White,Men,2015,Unskilled
53974,White,Men,2015,Unskilled
18632,Minority,Women,2015,Unskilled
22314,Minority,Men,2007,Unskilled
8626,White,Men,2015,Skilled
46049,Minority,Men,2015,Unskilled
50106,White,Men,2007,Unskilled
14733,White,Men,2007,Skilled
575,Minority,Men,2007,Skilled
50031,White,Men,2007,Unskilled
2319,White,Women,2015,Skilled
391,Minority,Men,2007,Skilled
24957,White,Women,2007,Unskilled
29271,Minority,Men,2015,Semi-Skilled
34910,White,Men,2007,Unskilled
78314,White,Men,2015,Unskilled
22431,Minority,Men,2007,Unskilled
26058,White,Women,2007,Unskilled
4847,White,Men,2007,Skilled
32029,White,Women,2015,Unskilled
12100,Minority,Women,2015,Unskilled
12664,Minority,Women,2015,Unskilled
63882,White,Men,2015,Semi-Skilled
45093,White,Women,2015,Unskilled
10859,Minority,Men,2015,Unskilled
72691,White,Men,2007,Unskilled
29606,Minority,Men,2015,Semi-Skilled
16475,Minority,Women,2007,Unskilled
61332,White,Men,2015,Semi-Skilled
19886,White,Women,2015,Skilled
278,White,Men,2007,Skilled
39512,Minority,Women,2015,Unskilled
7189,White,Women,2007,Skilled
79152,White,Men,2015,Unskilled
1490,Minority,Women,2007,Skilled
76370,White,Women,2007,Unskilled
44743,Minority,Women,2007,Unskilled
28759,Minority,Men,2015,Semi-Skilled
66140,White,Men,2007,Unskilled
19012,White,Men,2015,Skilled
43006,Minority,Women,2007,Unskilled
11081,White,Men,2015,Skilled
32317,White,Women,2015,Unskilled
58680,White,Men,2007,Semi-Skilled
4700,White,Men,2007,Skilled
47425,Minority,Men,2015,Unskilled
75647,White,Women,2007,Unskilled
5926,White,Men,2007,Skilled
58593,White,Men,2007,Semi-Skilled
56737,White,Men,2007,Semi-Skilled
76766,White,Women,2007,Unskilled
24850,Minority,Men,2007,Semi-Skilled
13780,Minority,Men,2007,Unskilled
24741,White,Women,2007,Unskilled
47510,White,Women,2015,Unskilled
16210,Minority,Women,2007,Unskilled
4321,Minority,Men,2007,Skilled
82728,White,Women,2015,Unskilled
47762,Minority,Men,2015,Unskilled
12561,White,Women,2015,Skilled
596,White,Men,2007,Skilled
80084,White,Men,2015,Unskilled
83171,White,Women,2015,Unskilled
18237,White,Men,2015,Skilled
48767,Minority,Women,2015,Unskilled
351,White,Men,2007,Skilled
8614,White,Men,2015,Skilled
51781,White,Women,2007,Unskilled
76516,White,Women,2007,Unskilled
38738,Minority,Women,2015,Unskilled
38503,Minority,Women,2015,Unskilled
41371,White,Men,2015,Unskilled
2386,Minority,Men,2015,Skilled
2738,White,Men,2007,Skilled
19797,Minority,Women,2015,Unskilled
974,Minority,Men,2007,Skilled
29664,Minority,Men,2015,Semi-Skilled
79596,White,Men,2015,Unskilled
42824,Minority,Women,2007,Unskilled
21705,Minority,Men,2007,Unskilled
4659,White,Men,2007,Skilled
13932,Minority,Men,2007,Unskilled
36582,White,Women,2007,Unskilled
36351,Minority,Men,2015,Unskilled
25380,White,Women,2007,Unskilled
6683,Minority,Women,2015,Skilled
67615,White,Men,2007,Unskilled
52746,White,Men,2015,Unskilled
13080,White,Women,2015,Skilled
11959,White,Men,2015,Skilled
71922,White,Women,2015,Unskilled
20167,Minority,Women,2015,Unskilled
21443,Minority,Men,2007,Unskilled
42500,White,Men,2015,Unskilled
21646,Minority,Men,2007,Unskilled
56198,White,Men,2007,Semi-Skilled
20599,Minority,Women,2015,Unskilled
12154,Minority,Women,2015,Unskilled
9699,White,Men,2015,Skilled
9029,Minority,Women,2007,Unskilled
3065,White,Men,2007,Skilled
68411,White,Women,2007,Unskilled
78445,White,Men,2015,Unskilled
71388,White,Women,2015,Unskilled
27697,Minority,Women,2007,Semi-Skilled
34671,Minority,Women,2007,Unskilled
4279,Minority,Men,2007,Skilled
76119,White,Women,2007,Unskilled
42320,Minority,Women,2007,Unskilled
57430,White,Men,2007,Semi-Skilled
15760,White,Men,2007,Skilled
59064,White,Men,2007,Semi-Skilled
24544,White,Women,2007,Unskilled
17143,White,Women,2007,Skilled
44771,Minority,Women,2007,Unskilled
15691,White,Men,2007,Skilled
61011,White,Men,2015,Semi-Skilled
20767,White,Women,2015,Skilled
5536,Minority,Men,2015,Skilled
7365,White,Women,2007,Skilled
30140,White,Men,2015,Unskilled
34721,White,Men,2007,Unskilled
78621,White,Men,2015,Unskilled
37206,White,Women,2007,Unskilled
15961,Minority,Women,2007,Unskilled
69517,White,Men,2015,Unskilled
4586,Minority,Women,2007,Skilled
66857,White,Men,2007,Unskilled
8339,Minority,Women,2007,Unskilled
17071,Minority,Men,2015,Unskilled
11889,White,Men,2015,Skilled
65744,White,Women,2015,Semi-Skilled
11677,White,Men,2015,Skilled
12989,Minority,Women,2015,Unskilled
35218,White,Men,2007,Unskilled
28909,White,Men,2015,Unskilled
79691,White,Men,2015,Unskilled
43223,Minority,Women,2007,Unskilled
19246,White,Men,2015,Skilled
73750,White,Men,2007,Unskilled
25094,White,Women,2007,Unskilled
30380,White,Men,2015,Unskilled
58874,White,Men,2007,Semi-Skilled
66426,White,Men,2007,Unskilled
15333,White,Men,2007,Skilled
69645,White,Men,2015,Unskilled
13550,Minority,Men,2007,Unskilled
2797,Minority,Men,2015,Skilled
70694,White,Men,2015,Unskilled
39381,White,Women,2007,Unskilled
6748,Minority,Men,2007,Unskilled
76047,White,Women,2007,Unskilled
80761,White,Women,2015,Unskilled
61975,White,Men,2015,Semi-Skilled
16573,White,Women,2007,Skilled
21841,Minority,Men,2007,Unskilled
5762,White,Men,2007,Skilled
50963,Minority,Women,2015,Unskilled
39012,Minority,Women,2015,Unskilled
2642,White,Men,2007,Skilled
1962,White,Men,2015,Skilled
40475,Minority,Men,2007,Unskilled
15957,Minority,Women,2007,Unskilled
8226,White,Women,2007,Skilled
21518,Minority,Men,2007,Unskilled
80371,White,Men,2015,Unskilled
72898,White,Men,2007,Unskilled
15247,Minority,Women,2007,Unskilled
16121,Minority,Women,2007,Unskilled
12235,White,Men,2015,Skilled
9914,Minority,Men,2015,Unskilled
45639,Minority,Men,2015,Unskilled
35787,Minority,Women,2007,Unskilled
24098,White,Men,2007,Unskilled
28037,White,Men,2015,Unskilled
61046,White,Men,2015,Semi-Skilled
36518,White,Women,2007,Unskilled
73998,White,Men,2007,Unskilled
5017,White,Men,2007,Skilled
3988,Minority,Men,2007,Skilled
32937,White,Women,2015,Unskilled
36326,White,Women,2007,Unskilled
7484,Minority,Men,2007,Unskilled
38720,Minority,Women,2015,Unskilled
22781,White,Men,2007,Unskilled
1048,White,Women,2007,Skilled
44506,Minority,Women,2007,Unskilled
38403,Minority,Women,2015,Unskilled
27946,White,Men,2015,Unskilled
48389,White,Men,2007,Unskilled
18841,Minority,Women,2015,Unskilled
23801,White,Men,2007,Unskilled
34801,Minority,Women,2007,Unskilled
180,White,Men,2007,Skilled
9072,White,Men,2015,Skilled
16875,White,Women,2007,Skilled
5926,Minority,Women,2015,Skilled
12084,White,Men,2015,Skilled
72421,White,Men,2007,Unskilled
47120,Minority,Men,2015,Unskilled
38730,Minority,Women,2015,Unskilled
25831,Minority,Men,2007,Semi-Skilled
42259,White,Men,2015,Unskilled
22034,White,Men,2007,Unskilled
69542,White,Men,2015,Unskilled
10508,White,Men,2015,Skilled
49601,White,Men,2007,Unskilled
47226,White,Women,2015,Unskilled
67851,White,Men,2007,Unskilled
50830,Minority,Women,2015,Unskilled
18147,Minority,Women,2015,Unskilled
6320,Minority,Women,2015,Skilled
18996,White,Men,2015,Skilled
13425,White,Women,2015,Skilled
44220,Minority,Women,2007,Unskilled
4556,White,Men,2007,Skilled
83960,White,Women,2015,Unskilled
22253,Minority,Men,2007,Unskilled
17279,Minority,Men,2015,Unskilled
37534,Minority,Men,2015,Unskilled
75684,White,Women,2007,Unskilled
41139,Minority,Men,2007,Unskilled
52325,Minority,Women,2015,Unskilled
46646,White,Women,2015,Unskilled
2755,Minority,Men,2015,Skilled
7097,White,Women,2007,Skilled
76420,White,Women,2007,Unskilled
3331,Minority,Women,2015,Skilled
1744,Minority,Women,2007,Skilled
22101,Minority,Men,2007,Unskilled
3849,Minority,Men,2007,Skilled
49503,Minority,Women,2015,Unskilled
42066,Minority,Men,2007,Unskilled
33175,White,Women,2015,Unskilled
26347,White,Women,2007,Unskilled
42772,White,Men,2015,Unskilled
31483,Minority,Women,2015,Semi-Skilled
29659,Minority,Men,2015,Semi-Skilled
47712,Minority,Men,2015,Unskilled
45941,White,Women,2015,Unskilled
67092,White,Men,2007,Unskilled
13351,White,Women,2015,Skilled
9878,White,Men,2015,Skilled
41343,White,Men,2015,Unskilled
15678,Minority,Women,2007,Unskilled
53129,White,Men,2015,Unskilled
45987,Minority,Men,2015,Unskilled
13642,Minority,Men,2007,Unskilled
34121,Minority,Men,2007,Unskilled
82120,White,Women,2015,Unskilled
64894,White,Men,2015,Semi-Skilled
48529,White,Men,2007,Unskilled
16394,Minority,Women,2007,Unskilled
4978,Minority,Women,2007,Skilled
3961,Minority,Men,2007,Skilled
2825,White,Men,2007,Skilled
63385,White,Men,2015,Semi-Skilled
56323,White,Men,2007,Semi-Skilled
83333,White,Women,2015,Unskilled
13098,Minority,Women,2015,Unskilled
12212,Minority,Women,2015,Unskilled
16968,White,Women,2007,Skilled
4736,Minority,Women,2007,Skilled
1349,Minority,Women,2007,Skilled
2473,Minority,Men,2015,Skilled
1214,Minority,Men,2007,Skilled
76439,White,Women,2007,Unskilled
22170,White,Men,2007,Unskilled
55768,White,Men,2007,Semi-Skilled
26531,Minority,Men,2007,Semi-Skilled
50559,Minority,Women,2015,Unskilled
23811,White,Men,2007,Unskilled
53860,White,Men,2015,Unskilled
52526,White,Men,2015,Unskilled
32129,Minority,Men,2007,Unskilled
37375,White,Women,2007,Unskilled
52025,White,Men,2015,Unskilled
60569,White,Women,2007,Semi-Skilled
52749,White,Men,2015,Unskilled
39072,White,Women,2007,Unskilled
67888,White,Men,2007,Unskilled
27446,Minority,Women,2007,Semi-Skilled
65991,White,Women,2015,Semi-Skilled
27181,White,Women,2007,Unskilled
51327,White,Men,2007,Unskilled
67149,White,Men,2007,Unskilled
1081,White,Women,2007,Skilled
35381,White,Men,2007,Unskilled
47414,White,Women,2015,Unskilled
5669,Minority,Men,2015,Skilled
2082,White,Men,2015,Skilled
12831,Minority,Women,2015,Unskilled
43172,Minority,Women,2007,Unskilled
42310,White,Men,2015,Unskilled
25758,White,Women,2007,Unskilled
47982,Minority,Men,2015,Unskilled
45227,Minority,Women,2007,Unskilled
82347,White,Women,2015,Unskilled
13830,White,Women,2015,Skilled
17905,Minority,Men,2015,Unskilled
45640,White,Women,2015,Unskilled
78864,White,Men,2015,Unskilled
44123,Minority,Women,2007,Unskilled
71273,White,Men,2015,Unskilled
16143,White,Men,2007,Skilled
27512,Minority,Women,2007,Semi-Skilled
16201,Minority,Women,2007,Unskilled
65716,White,Women,2015,Semi-Skilled
80635,White,Men,2015,Unskilled
40324,White,Women,2007,Unskilled
7892,Minority,Men,2007,Unskilled
21231,White,Women,2015,Skilled
67241,White,Men,2007,Unskilled
39756,White,Women,2007,Unskilled
35449,Minority,Women,2007,Unskilled
8590,White,Men,2015,Skilled
51701,White,Women,2007,Unskilled
23611,Minority,Men,2015,Unskilled
461,Minority,Men,2007,Skilled
77702,White,Women,2007,Unskilled
8494,Minority,Women,2007,Unskilled
59937,White,Women,2007,Semi-Skilled
9245,Minority,Women,2007,Unskilled
28865,White,Men,2015,Unskilled
43687,Minority,Women,2007,Unskilled
14261,White,Women,2015,Skilled
76599,White,Women,2007,Unskilled
3827,Minority,Men,2007,Skilled
36794,Minority,Men,2015,Unskilled
47166,White,Women,2015,Unskilled
44696,Minority,Women,2007,Unskilled
586,White,Men,2007,Skilled
38008,Minority,Men,2015,Unskilled
14424,White,Women,2015,Skilled
35347,White,Men,2007,Unskilled
36326,Minority,Men,2015,Unskilled
13547,Minority,Men,2007,Unskilled
78224,White,Women,2007,Unskilled
52020,White,Men,2015,Unskilled
76204,White,Women,2007,Unskilled
42523,Minority,Women,2007,Unskilled
67752,White,Men,2007,Unskilled
25274,White,Women,2007,Unskilled
49395,White,Men,2007,Unskilled
38462,Minority,Women,2015,Unskilled
62021,White,Men,2015,Semi-Skilled
8140,Minority,Women,2007,Unskilled
26559,White,Women,2007,Unskilled
37034,Minority,Men,2015,Unskilled
52133,White,Men,2015,Unskilled
14083,White,Women,2015,Skilled
18254,Minority,Women,2015,Unskilled
50967,Minority,Women,2015,Unskilled
60725,White,Women,2007,Semi-Skilled
46696,Minority,Men,2015,Unskilled
15011,White,Men,2007,Skilled
28588,White,Men,2015,Unskilled
76319,White,Women,2007,Unskilled
7947,Minority,Women,2007,Unskilled
64987,White,Men,2015,Semi-Skilled
7213,Minority,Men,2007,Unskilled
16696,Minority,Women,2007,Unskilled
41792,White,Men,2015,Unskilled
27764,Minority,Women,2007,Semi-Skilled
31269,Minority,Women,2015,Semi-Skilled
59404,White,Men,2007,Semi-Skilled
74410,White,Men,2007,Unskilled
22366,Minority,Men,2007,Unskilled
20938,Minority,Women,2015,Unskilled
65689,White,Women,2015,Semi-Skilled
80656,White,Women,2015,Unskilled
68083,White,Men,2007,Unskilled
29546,Minority,Men,2015,Semi-Skilled
42431,White,Men,2015,Unskilled
54719,White,Men,2015,Unskilled
14112,White,Women,2015,Skilled
65623,White,Women,2015,Semi-Skilled
50137,White,Men,2007,Unskilled
35233,White,Men,2007,Unskilled
56798,White,Men,2007,Semi-Skilled
65416,White,Women,2015,Semi-Skilled
49938,Minority,Women,2015,Unskilled
56544,White,Men,2007,Semi-Skilled
12188,Minority,Women,2015,Unskilled
4836,Minority,Women,2007,Skilled
34039,Minority,Men,2007,Unskilled
54299,White,Men,2015,Unskilled
46387,Minority,Men,2015,Unskilled
8479,Minority,Women,2007,Unskilled
1321,White,Men,2015,Skilled
22413,Minority,Men,2007,Unskilled
81892,White,Women,2015,Unskilled
10774,White,Men,2015,Skilled
19275,Minority,Women,2015,Unskilled
3325,Minority,Women,2015,Skilled
82094,White,Women,2015,Unskilled
46257,White,Women,2015,Unskilled
39722,White,Women,2007,Unskilled
11223,White,Men,2015,Skilled
52076,White,Men,2015,Unskilled
10620,Minority,Men,2015,Unskilled
22816,Minority,Men,2015,Unskilled
28474,White,Men,2015,Unskilled
15055,White,Men,2007,Skilled
31872,White,Women,2015,Unskilled
56093,White,Men,2007,Semi-Skilled
75213,White,Women,2007,Unskilled
26109,White,Women,2007,Unskilled
35582,Minority,Women,2007,Unskilled
43448,White,Women,2015,Unskilled
69678,White,Men,2015,Unskilled
11259,White,Men,2015,Skilled
38798,Minority,Women,2015,Unskilled
44795,White,Women,2015,Unskilled
65471,White,Women,2015,Semi-Skilled
61636,White,Men,2015,Semi-Skilled
39668,White,Women,2007,Unskilled
47060,Minority,Men,2015,Unskilled
982,Minority,Men,2007,Skilled
50853,White,Men,2007,Unskilled
69683,White,Men,2015,Unskilled
78197,White,Women,2007,Unskilled
4619,White,Men,2007,Skilled
83748,White,Women,2015,Unskilled
47798,White,Women,2015,Unskilled
48894,White,Men,2007,Unskilled
18383,Minority,Women,2015,Unskilled
67736,White,Men,2007,Unskilled
73660,White,Men,2007,Unskilled
81642,White,Women,2015,Unskilled
47631,Minority,Men,2015,Unskilled
41370,Minority,Men,2007,Unskilled
44566,Minority,Women,2007,Unskilled
12142,White,Men,2015,Skilled
66914,White,Men,2007,Unskilled
47294,White,Women,2015,Unskilled
43482,White,Women,2015,Unskilled
12938,Minority,Women,2015,Unskilled
76151,White,Women,2007,Unskilled
4283,White,Men,2007,Skilled
28932,White,Men,2015,Unskilled
44058,Minority,Women,2007,Unskilled
5654,Minority,Men,2015,Skilled
36754,White,Women,2007,Unskilled
18067,White,Women,2007,Skilled
11311,Minority,Women,2015,Unskilled
12116,White,Men,2015,Skilled
19245,Minority,Women,2015,Unskilled
64161,White,Men,2015,Semi-Skilled
58109,White,Men,2007,Semi-Skilled
7256,White,Women,2007,Skilled
48565,White,Men,2007,Unskilled
2930,Minority,Women,2015,Skilled
69176,White,Women,2007,Unskilled
78944,White,Men,2015,Unskilled
29137,Minority,Men,2015,Semi-Skilled
78055,White,Women,2007,Unskilled
82173,White,Women,2015,Unskilled
69836,White,Men,2015,Unskilled
49122,White,Men,2007,Unskilled
3515,White,Men,2007,Skilled
