,Race,Gender,Year,JobType
79023,White,Men,2015,Unskilled
21006,White,Women,2015,Skilled
52071,Minority,Women,2015,Unskilled
33439,Minority,Men,2007,Unskilled
27616,Minority,Women,2007,Semi-Skilled
22884,Minority,Men,2015,Unskilled
8651,White,Men,2015,Skilled
40654,Minority,Men,2007,Unskilled
35031,Minority,Women,2007,Unskilled
74868,White,Women,2007,Unskilled
498,White,Men,2007,Skilled
41349,Minority,Men,2007,Unskilled
10498,Minority,Men,2015,Unskilled
31561,Minority,Women,2015,Semi-Skilled
40089,White,Women,2007,Unskilled
13665,Minority,Men,2007,Unskilled
64031,White,Men,2015,Semi-Skilled
42821,Minority,Women,2007,Unskilled
36608,White,Women,2007,Unskilled
28469,White,Men,2015,Unskilled
9141,Minority,Women,2007,Unskilled
8971,White,Men,2015,Skilled
9084,Minority,Women,2007,Unskilled
31300,Minority,Women,2015,Semi-Skilled
67486,White,Men,2007,Unskilled
4123,White,Men,2007,Skilled
19343,White,Men,2015,Skilled
31927,Minority,Men,2007,Unskilled
44735,Minority,Women,2007,Unskilled
51056,Minority,Women,2015,Unskilled
30832,Minority,Men,2015,Semi-Skilled
72896,White,Men,2007,Unskilled
39854,Minority,Men,2007,Unskilled
66824,White,Men,2007,Unskilled
44905,White,Women,2015,Unskilled
51908,Minority,Women,2015,Unskilled
28385,Minority,Men,2015,Semi-Skilled
8085,Minority,Women,2007,Unskilled
19941,White,Women,2015,Skilled
53909,White,Men,2015,Unskilled
52531,Minority,Women,2015,Unskilled
62379,White,Men,2015,Semi-Skilled
30711,Minority,Men,2015,Semi-Skilled
63354,White,Men,2015,Semi-Skilled
73158,White,Men,2007,Unskilled
38247,Minority,Men,2015,Unskilled
81422,White,Women,2015,Unskilled
72588,White,Men,2007,Unskilled
15728,White,Men,2007,Skilled
28123,Minority,Men,2015,Semi-Skilled
68997,White,Women,2007,Unskilled
60835,White,Women,2007,Semi-Skilled
12286,White,Women,2015,Skilled
81266,White,Women,2015,Unskilled
24163,White,Men,2007,Unskilled
35656,Minority,Women,2007,Unskilled
40937,White,Women,2007,Unskilled
75428,White,Women,2007,Unskilled
20749,Minority,Women,2015,Unskilled
3451,White,Men,2007,Skilled
82788,White,Women,2015,Unskilled
31704,Minority,Women,2015,Semi-Skilled
43630,White,Women,2015,Unskilled
51095,White,Men,2007,Unskilled
74587,White,Women,2007,Unskilled
48176,White,Men,2007,Unskilled
31147,Minority,Women,2015,Semi-Skilled
61253,White,Men,2015,Semi-Skilled
4784,White,Men,2007,Skilled
51118,White,Men,2007,Unskilled
22962,White,Men,2007,Unskilled
80107,White,Men,2015,Unskilled
60512,White,Women,2007,Semi-Skilled
55183,White,Women,2015,Unskilled
28271,Minority,Men,2015,Semi-Skilled
38771,White,Women,2007,Unskilled
38877,Minority,Women,2015,Unskilled
17540,Minority,Men,2015,Unskilled
22686,White,Men,2007,Unskilled
50486,Minority,Women,2015,Unskilled
74603,White,Women,2007,Unskilled
71095,White,Men,2015,Unskilled
42597,White,Men,2015,Unskilled
50097,Minority,Women,2015,Unskilled
6464,White,Women,2007,Skilled
78765,White,Men,2015,Unskilled
35757,Minority,Women,2007,Unskilled
31363,Minority,Women,2015,Semi-Skilled
15059,White,Men,2007,Skilled
72390,White,Men,2007,Unskilled
80947,White,Women,2015,Unskilled
14544,Minority,Women,2007,Unskilled
41509,Minority,Men,2007,Unskilled
82970,White,Women,2015,Unskilled
40861,Minority,Men,2007,Unskilled
60451,White,Women,2007,Semi-Skilled
67919,White,Men,2007,Unskilled
34324,White,Men,2007,Unskilled
71169,White,Men,2015,Unskilled
40048,Minority,Men,2007,Unskilled
2149,White,Men,2015,Skilled
3678,White,Men,2007,Skilled
80350,White,Men,2015,Unskilled
1916,White,Men,2015,Skilled
12897,White,Women,2015,Skilled
2014,Minority,Men,2015,Skilled
21339,Minority,Men,2007,Unskilled
8007,Minority,Women,2007,Unskilled
4072,White,Men,2007,Skilled
18517,Minority,Women,2015,Unskilled
7335,White,Women,2007,Skilled
65507,White,Women,2015,Semi-Skilled
21348,White,Men,2007,Unskilled
2137,Minority,Men,2015,Skilled
56202,White,Men,2007,Semi-Skilled
2167,Minority,Men,2015,Skilled
48242,Minority,Men,2015,Unskilled
68866,White,Women,2007,Unskilled
38082,Minority,Men,2015,Unskilled
14478,White,Women,2015,Skilled
18992,White,Men,2015,Skilled
40691,White,Women,2007,Unskilled
40783,Minority,Men,2007,Unskilled
43986,White,Women,2015,Unskilled
22279,White,Men,2007,Unskilled
45467,White,Women,2015,Unskilled
43231,Minority,Women,2007,Unskilled
30936,White,Women,2015,Unskilled
19754,White,Women,2015,Skilled
18137,White,Men,2015,Skilled
10295,White,Men,2015,Skilled
36142,Minority,Men,2015,Unskilled
15972,Minority,Women,2007,Unskilled
51733,Minority,Women,2015,Unskilled
17606,White,Women,2007,Skilled
52675,White,Men,2015,Unskilled
27304,White,Women,2007,Unskilled
43330,Minority,Women,2007,Unskilled
47640,Minority,Men,2015,Unskilled
60613,White,Women,2007,Semi-Skilled
24736,White,Women,2007,Unskilled
78955,White,Men,2015,Unskilled
4185,Minority,Men,2007,Skilled
74644,White,Women,2007,Unskilled
75703,White,Women,2007,Unskilled
32027,White,Women,2015,Unskilled
57950,White,Men,2007,Semi-Skilled
4455,White,Men,2007,Skilled
42003,White,Men,2015,Unskilled
77461,White,Women,2007,Unskilled
943,White,Men,2007,Skilled
83043,White,Women,2015,Unskilled
17672,Minority,Men,2015,Unskilled
12069,Minority,Women,2015,Unskilled
55512,White,Men,2007,Semi-Skilled
12357,Minority,Women,2015,Unskilled
17138,Minority,Men,2015,Unskilled
38368,Minority,Women,2015,Unskilled
13316,White,Women,2015,Skilled
5803,Minority,Men,2015,Skilled
82733,White,Women,2015,Unskilled
47011,Minority,Men,2015,Unskilled
74788,White,Women,2007,Unskilled
6380,White,Women,2007,Skilled
29901,White,Men,2015,Unskilled
9894,White,Men,2015,Skilled
22314,White,Men,2007,Unskilled
21262,White,Women,2015,Skilled
48747,Minority,Women,2015,Unskilled
65170,White,Women,2015,Semi-Skilled
30363,Minority,Men,2015,Semi-Skilled
8762,Minority,Women,2007,Unskilled
63953,White,Men,2015,Semi-Skilled
15350,Minority,Women,2007,Unskilled
71175,White,Men,2015,Unskilled
25131,Minority,Men,2007,Semi-Skilled
46181,White,Women,2015,Unskilled
14273,Minority,Women,2007,Unskilled
47021,White,Women,2015,Unskilled
47553,White,Women,2015,Unskilled
15377,White,Men,2007,Skilled
34748,Minority,Women,2007,Unskilled
37872,Minority,Men,2015,Unskilled
33761,White,Women,2015,Unskilled
50655,Minority,Women,2015,Unskilled
30110,White,Men,2015,Unskilled
22124,Minority,Men,2007,Unskilled
38177,White,Women,2007,Unskilled
55617,White,Men,2007,Semi-Skilled
69710,White,Men,2015,Unskilled
79536,White,Men,2015,Unskilled
7224,Minority,Men,2007,Unskilled
22358,White,Men,2007,Unskilled
38010,Minority,Men,2015,Unskilled
74264,White,Men,2007,Unskilled
43372,Minority,Women,2007,Unskilled
41783,Minority,Men,2007,Unskilled
17920,White,Women,2007,Skilled
37735,Minority,Men,2015,Unskilled
17059,White,Women,2007,Skilled
40740,White,Women,2007,Unskilled
72302,White,Men,2007,Unskilled
37007,Minority,Men,2015,Unskilled
37793,White,Women,2007,Unskilled
60294,White,Women,2007,Semi-Skilled
9905,White,Men,2015,Skilled
11670,White,Men,2015,Skilled
47795,White,Women,2015,Unskilled
42432,White,Men,2015,Unskilled
8285,White,Women,2007,Skilled
19891,Minority,Women,2015,Unskilled
65876,White,Women,2015,Semi-Skilled
63062,White,Men,2015,Semi-Skilled
17926,White,Women,2007,Skilled
58118,White,Men,2007,Semi-Skilled
12500,White,Women,2015,Skilled
73738,White,Men,2007,Unskilled
43763,Minority,Women,2007,Unskilled
71881,White,Women,2015,Unskilled
6472,Minority,Women,2015,Skilled
41882,Minority,Men,2007,Unskilled
41040,White,Women,2007,Unskilled
65657,White,Women,2015,Semi-Skilled
5154,White,Men,2007,Skilled
18023,Minority,Women,2015,Unskilled
40251,Minority,Men,2007,Unskilled
74081,White,Men,2007,Unskilled
13746,White,Women,2015,Skilled
34498,White,Men,2007,Unskilled
41685,Minority,Men,2007,Unskilled
36661,Minority,Men,2015,Unskilled
4477,White,Men,2007,Skilled
24738,White,Women,2007,Unskilled
16292,Minority,Women,2007,Unskilled
78910,White,Men,2015,Unskilled
10318,Minority,Men,2015,Unskilled
38078,Minority,Men,2015,Unskilled
51828,Minority,Women,2015,Unskilled
46072,White,Women,2015,Unskilled
31239,Minority,Women,2015,Semi-Skilled
43213,Minority,Women,2007,Unskilled
75495,White,Women,2007,Unskilled
21794,White,Men,2007,Unskilled
36856,Minority,Men,2015,Unskilled
47635,Minority,Men,2015,Unskilled
45281,Minority,Women,2007,Unskilled
49515,Minority,Women,2015,Unskilled
29540,Minority,Men,2015,Semi-Skilled
52522,Minority,Women,2015,Unskilled
56360,White,Men,2007,Semi-Skilled
49780,Minority,Women,2015,Unskilled
38893,Minority,Women,2015,Unskilled
24972,Minority,Men,2007,Semi-Skilled
25117,Minority,Men,2007,Semi-Skilled
27120,Minority,Women,2007,Semi-Skilled
30703,Minority,Men,2015,Semi-Skilled
13919,White,Women,2015,Skilled
70666,White,Men,2015,Unskilled
10110,Minority,Men,2015,Unskilled
15917,Minority,Women,2007,Unskilled
20829,Minority,Women,2015,Unskilled
15230,White,Men,2007,Skilled
81593,White,Women,2015,Unskilled
11168,Minority,Women,2015,Unskilled
653,Minority,Men,2007,Skilled
32552,Minority,Men,2007,Unskilled
15863,Minority,Women,2007,Unskilled
70863,White,Men,2015,Unskilled
30902,White,Women,2015,Unskilled
27318,Minority,Women,2007,Semi-Skilled
4749,White,Men,2007,Skilled
18649,Minority,Women,2015,Unskilled
46601,White,Women,2015,Unskilled
22800,White,Men,2007,Unskilled
67087,White,Men,2007,Unskilled
28072,Minority,Men,2015,Semi-Skilled
43852,White,Women,2015,Unskilled
57093,White,Men,2007,Semi-Skilled
451,Minority,Men,2007,Skilled
52339,White,Men,2015,Unskilled
45995,Minority,Men,2015,Unskilled
31316,White,Women,2015,Unskilled
11295,White,Men,2015,Skilled
30753,White,Men,2015,Unskilled
27289,Minority,Women,2007,Semi-Skilled
13709,Minority,Men,2007,Unskilled
24242,Minority,Women,2015,Unskilled
144,White,Men,2007,Skilled
63210,White,Men,2015,Semi-Skilled
43061,White,Women,2015,Unskilled
59501,White,Men,2007,Semi-Skilled
48423,White,Men,2007,Unskilled
17226,Minority,Men,2015,Unskilled
12366,White,Women,2015,Skilled
66374,White,Men,2007,Unskilled
17459,White,Women,2007,Skilled
14549,White,Women,2015,Skilled
32177,Minority,Men,2007,Unskilled
7015,White,Women,2007,Skilled
48536,White,Men,2007,Unskilled
51771,White,Women,2007,Unskilled
25501,Minority,Men,2007,Semi-Skilled
43502,White,Women,2015,Unskilled
15257,Minority,Women,2007,Unskilled
62083,White,Men,2015,Semi-Skilled
11073,White,Men,2015,Skilled
8024,Minority,Women,2007,Unskilled
35901,White,Women,2007,Unskilled
79360,White,Men,2015,Unskilled
35767,Minority,Women,2007,Unskilled
71309,White,Men,2015,Unskilled
43282,White,Women,2015,Unskilled
27937,White,Men,2015,Unskilled
81445,White,Women,2015,Unskilled
57868,White,Men,2007,Semi-Skilled
72020,White,Women,2015,Unskilled
33223,White,Women,2015,Unskilled
23563,Minority,Men,2015,Unskilled
25449,Minority,Men,2007,Semi-Skilled
84404,White,Women,2015,Unskilled
49440,Minority,Women,2015,Unskilled
51222,White,Men,2007,Unskilled
15397,White,Men,2007,Skilled
27217,White,Women,2007,Unskilled
5171,Minority,Men,2015,Skilled
28170,White,Men,2015,Unskilled
71362,White,Men,2015,Unskilled
27977,Minority,Women,2007,Semi-Skilled
18438,Minority,Women,2015,Unskilled
64946,White,Men,2015,Semi-Skilled
38605,White,Women,2007,Unskilled
32482,Minority,Men,2007,Unskilled
39519,White,Women,2007,Unskilled
38160,White,Women,2007,Unskilled
50833,White,Men,2007,Unskilled
46506,Minority,Men,2015,Unskilled
45074,Minority,Women,2007,Unskilled
37637,White,Women,2007,Unskilled
24186,White,Men,2007,Unskilled
3135,Minority,Women,2015,Skilled
80472,White,Men,2015,Unskilled
33746,Minority,Men,2007,Unskilled
57761,White,Men,2007,Semi-Skilled
28810,Minority,Men,2015,Semi-Skilled
24291,White,Men,2007,Unskilled
49083,White,Men,2007,Unskilled
17159,White,Women,2007,Skilled
28868,White,Men,2015,Unskilled
70001,White,Men,2015,Unskilled
21036,White,Women,2015,Skilled
25477,White,Women,2007,Unskilled
54687,White,Men,2015,Unskilled
42135,Minority,Men,2007,Unskilled
42325,White,Men,2015,Unskilled
14126,White,Women,2015,Skilled
14392,White,Women,2015,Skilled
68161,White,Men,2007,Unskilled
6755,Minority,Men,2007,Unskilled
50926,Minority,Women,2015,Unskilled
21941,White,Men,2007,Unskilled
73493,White,Men,2007,Unskilled
44933,White,Women,2015,Unskilled
47480,Minority,Men,2015,Unskilled
15035,Minority,Women,2007,Unskilled
79163,White,Men,2015,Unskilled
36546,White,Women,2007,Unskilled
21789,White,Men,2007,Unskilled
5642,Minority,Men,2015,Skilled
24982,Minority,Men,2007,Semi-Skilled
1340,White,Men,2015,Skilled
51381,White,Men,2007,Unskilled
59787,White,Women,2007,Semi-Skilled
10932,Minority,Men,2015,Unskilled
41738,Minority,Men,2007,Unskilled
29957,Minority,Men,2015,Semi-Skilled
65142,White,Women,2015,Semi-Skilled
42121,Minority,Men,2007,Unskilled
27467,Minority,Women,2007,Semi-Skilled
43717,White,Women,2015,Unskilled
77619,White,Women,2007,Unskilled
59785,White,Women,2007,Semi-Skilled
30736,White,Men,2015,Unskilled
41102,Minority,Men,2007,Unskilled
75705,White,Women,2007,Unskilled
51108,White,Men,2007,Unskilled
70812,White,Men,2015,Unskilled
24781,Minority,Men,2007,Semi-Skilled
45331,Minority,Women,2007,Unskilled
30479,Minority,Men,2015,Semi-Skilled
38449,Minority,Women,2015,Unskilled
51114,Minority,Women,2015,Unskilled
16103,White,Men,2007,Skilled
30977,White,Women,2015,Unskilled
77396,White,Women,2007,Unskilled
12748,Minority,Women,2015,Unskilled
38875,Minority,Women,2015,Unskilled
27992,Minority,Women,2007,Semi-Skilled
1032,White,Women,2007,Skilled
23052,Minority,Men,2015,Unskilled
42960,Minority,Women,2007,Unskilled
32431,White,Women,2015,Unskilled
15885,Minority,Women,2007,Unskilled
4540,White,Men,2007,Skilled
18288,White,Men,2015,Skilled
67101,White,Men,2007,Unskilled
34279,Minority,Men,2007,Unskilled
35448,White,Women,2007,Unskilled
21360,Minority,Men,2007,Unskilled
10699,Minority,Men,2015,Unskilled
800,Minority,Men,2007,Skilled
12518,White,Women,2015,Skilled
6913,White,Women,2007,Skilled
21593,Minority,Men,2007,Unskilled
41758,Minority,Men,2007,Unskilled
31899,Minority,Men,2007,Unskilled
44496,Minority,Women,2007,Unskilled
34244,Minority,Men,2007,Unskilled
40145,White,Women,2007,Unskilled
1164,White,Women,2007,Skilled
57301,White,Men,2007,Semi-Skilled
11785,White,Men,2015,Skilled
49931,White,Men,2007,Unskilled
55103,White,Men,2015,Unskilled
81470,White,Women,2015,Unskilled
66185,White,Men,2007,Unskilled
48569,Minority,Women,2015,Unskilled
77152,White,Women,2007,Unskilled
20660,White,Women,2015,Skilled
9248,Minority,Women,2007,Unskilled
30038,Minority,Men,2015,Semi-Skilled
19128,White,Men,2015,Skilled
79094,White,Men,2015,Unskilled
47006,White,Women,2015,Unskilled
74072,White,Men,2007,Unskilled
1317,Minority,Women,2007,Skilled
45517,Minority,Women,2007,Unskilled
36672,Minority,Men,2015,Unskilled
67222,White,Men,2007,Unskilled
27498,Minority,Women,2007,Semi-Skilled
3290,Minority,Women,2015,Skilled
47573,White,Women,2015,Unskilled
52625,White,Men,2015,Unskilled
66724,White,Men,2007,Unskilled
25497,Minority,Men,2007,Semi-Skilled
22272,Minority,Men,2007,Unskilled
77456,White,Women,2007,Unskilled
50325,White,Men,2007,Unskilled
850,Minority,Men,2007,Skilled
18076,White,Women,2007,Skilled
27781,White,Women,2007,Unskilled
28180,Minority,Men,2015,Semi-Skilled
16530,White,Women,2007,Skilled
29668,Minority,Men,2015,Semi-Skilled
19892,White,Women,2015,Skilled
28169,White,Men,2015,Unskilled
21491,Minority,Men,2007,Unskilled
43773,Minority,Women,2007,Unskilled
22425,Minority,Men,2007,Unskilled
43426,White,Women,2015,Unskilled
75878,White,Women,2007,Unskilled
37907,White,Women,2007,Unskilled
49886,Minority,Women,2015,Unskilled
3040,White,Men,2007,Skilled
32311,Minority,Men,2007,Unskilled
22423,Minority,Men,2007,Unskilled
38646,White,Women,2007,Unskilled
3689,White,Men,2007,Skilled
53880,White,Men,2015,Unskilled
18040,White,Women,2007,Skilled
11071,White,Men,2015,Skilled
17128,Minority,Men,2015,Unskilled
21570,White,Men,2007,Unskilled
18664,Minority,Women,2015,Unskilled
14111,Minority,Women,2007,Unskilled
19537,White,Men,2015,Skilled
71686,White,Women,2015,Unskilled
58091,White,Men,2007,Semi-Skilled
44893,Minority,Women,2007,Unskilled
29734,Minority,Men,2015,Semi-Skilled
2240,White,Women,2015,Skilled
5096,White,Men,2007,Skilled
22896,Minority,Men,2015,Unskilled
65967,White,Women,2015,Semi-Skilled
67030,White,Men,2007,Unskilled
16422,Minority,Women,2007,Unskilled
13842,Minority,Men,2007,Unskilled
79498,White,Men,2015,Unskilled
2019,Minority,Men,2015,Skilled
22451,Minority,Men,2007,Unskilled
44697,White,Women,2015,Unskilled
48455,White,Men,2007,Unskilled
32503,White,Women,2015,Unskilled
44576,White,Women,2015,Unskilled
36240,White,Women,2007,Unskilled
8531,Minority,Women,2007,Unskilled
47342,White,Women,2015,Unskilled
44467,Minority,Women,2007,Unskilled
33672,Minority,Men,2007,Unskilled
37180,White,Women,2007,Unskilled
48460,White,Men,2007,Unskilled
45043,White,Women,2015,Unskilled
19830,White,Women,2015,Skilled
41340,Minority,Men,2007,Unskilled
27162,Minority,Women,2007,Semi-Skilled
64476,White,Men,2015,Semi-Skilled
21389,White,Men,2007,Unskilled
22965,White,Men,2007,Unskilled
41704,Minority,Men,2007,Unskilled
49968,White,Men,2007,Unskilled
52530,White,Men,2015,Unskilled
31459,White,Women,2015,Unskilled
2803,Minority,Men,2015,Skilled
19816,Minority,Women,2015,Unskilled
73081,White,Men,2007,Unskilled
41076,Minority,Men,2007,Unskilled
4466,White,Men,2007,Skilled
65424,White,Women,2015,Semi-Skilled
56277,White,Men,2007,Semi-Skilled
47075,Minority,Men,2015,Unskilled
68668,White,Women,2007,Unskilled
27534,Minority,Women,2007,Semi-Skilled
52942,White,Men,2015,Unskilled
48532,White,Men,2007,Unskilled
31098,Minority,Women,2015,Semi-Skilled
74696,White,Women,2007,Unskilled
63216,White,Men,2015,Semi-Skilled
18764,Minority,Women,2015,Unskilled
1891,White,Men,2015,Skilled
43431,Minority,Women,2007,Unskilled
19950,White,Women,2015,Skilled
26331,Minority,Men,2007,Semi-Skilled
28066,White,Men,2015,Unskilled
14651,White,Women,2015,Skilled
25765,Minority,Men,2007,Semi-Skilled
61368,White,Men,2015,Semi-Skilled
51362,White,Men,2007,Unskilled
17393,White,Women,2007,Skilled
12965,White,Women,2015,Skilled
79751,White,Men,2015,Unskilled
29681,White,Men,2015,Unskilled
51097,White,Men,2007,Unskilled
44824,White,Women,2015,Unskilled
4444,White,Men,2007,Skilled
34349,White,Men,2007,Unskilled
44297,White,Women,2015,Unskilled
31086,White,Women,2015,Unskilled
42224,Minority,Women,2007,Unskilled
58552,White,Men,2007,Semi-Skilled
41403,White,Men,2015,Unskilled
81647,White,Women,2015,Unskilled
1041,Minority,Men,2007,Skilled
51530,Minority,Women,2015,Unskilled
7077,Minority,Men,2007,Unskilled
68112,White,Men,2007,Unskilled
22926,Minority,Men,2015,Unskilled
63671,White,Men,2015,Semi-Skilled
31739,White,Women,2015,Unskilled
31884,White,Women,2015,Unskilled
11695,White,Men,2015,Skilled
48625,Minority,Women,2015,Unskilled
29872,White,Men,2015,Unskilled
20518,White,Women,2015,Skilled
4509,Minority,Women,2007,Skilled
17531,Minority,Men,2015,Unskilled
45940,White,Women,2015,Unskilled
4226,White,Men,2007,Skilled
1062,Minority,Men,2007,Skilled
17550,Minority,Men,2015,Unskilled
14865,White,Men,2007,Skilled
81686,White,Women,2015,Unskilled
46803,Minority,Men,2015,Unskilled
10726,White,Men,2015,Skilled
413,White,Men,2007,Skilled
26421,Minority,Men,2007,Semi-Skilled
76103,White,Women,2007,Unskilled
2142,White,Men,2015,Skilled
64318,White,Men,2015,Semi-Skilled
69197,White,Women,2007,Unskilled
65884,White,Women,2015,Semi-Skilled
36660,Minority,Men,2015,Unskilled
34275,White,Men,2007,Unskilled
18565,White,Men,2015,Skilled
403,White,Men,2007,Skilled
19379,Minority,Women,2015,Unskilled
30658,White,Men,2015,Unskilled
9499,Minority,Women,2007,Unskilled
1753,White,Men,2015,Skilled
36662,Minority,Men,2015,Unskilled
27305,Minority,Women,2007,Semi-Skilled
19712,White,Men,2015,Skilled
28043,White,Men,2015,Unskilled
49969,Minority,Women,2015,Unskilled
32338,Minority,Men,2007,Unskilled
30780,White,Men,2015,Unskilled
19015,Minority,Women,2015,Unskilled
412,Minority,Men,2007,Skilled
72955,White,Men,2007,Unskilled
1274,Minority,Women,2007,Skilled
61796,White,Men,2015,Semi-Skilled
33970,White,Men,2007,Unskilled
20597,Minority,Women,2015,Unskilled
8115,White,Women,2007,Skilled
941,Minority,Men,2007,Skilled
5333,White,Men,2007,Skilled
81774,White,Women,2015,Unskilled
2791,White,Men,2007,Skilled
11133,White,Men,2015,Skilled
24571,White,Women,2007,Unskilled
35555,White,Women,2007,Unskilled
5027,Minority,Women,2007,Skilled
80413,White,Men,2015,Unskilled
37173,Minority,Men,2015,Unskilled
68507,White,Women,2007,Unskilled
46111,White,Women,2015,Unskilled
60550,White,Women,2007,Semi-Skilled
47671,Minority,Men,2015,Unskilled
82225,White,Women,2015,Unskilled
22612,Minority,Women,2007,Unskilled
63322,White,Men,2015,Semi-Skilled
2946,Minority,Women,2015,Skilled
40216,Minority,Men,2007,Unskilled
69235,White,Women,2007,Unskilled
3295,White,Men,2007,Skilled
23851,Minority,Men,2015,Unskilled
33625,White,Women,2015,Unskilled
29086,Minority,Men,2015,Semi-Skilled
10292,Minority,Men,2015,Unskilled
58571,White,Men,2007,Semi-Skilled
22818,White,Men,2007,Unskilled
34175,White,Men,2007,Unskilled
35942,Minority,Men,2015,Unskilled
18021,Minority,Women,2015,Unskilled
84068,White,Women,2015,Unskilled
1800,White,Men,2015,Skilled
47615,White,Women,2015,Unskilled
36848,Minority,Men,2015,Unskilled
41848,Minority,Men,2007,Unskilled
11492,White,Men,2015,Skilled
68933,White,Women,2007,Unskilled
20244,White,Women,2015,Skilled
66175,White,Men,2007,Unskilled
40687,White,Women,2007,Unskilled
24359,Minority,Men,2007,Semi-Skilled
83574,White,Women,2015,Unskilled
52068,White,Men,2015,Unskilled
57166,White,Men,2007,Semi-Skilled
66662,White,Men,2007,Unskilled
26021,Minority,Men,2007,Semi-Skilled
23086,Minority,Men,2015,Unskilled
32844,White,Women,2015,Unskilled
27233,Minority,Women,2007,Semi-Skilled
19637,Minority,Women,2015,Unskilled
51906,Minority,Women,2015,Unskilled
5469,Minority,Men,2015,Skilled
11987,Minority,Women,2015,Unskilled
73098,White,Men,2007,Unskilled
81897,White,Women,2015,Unskilled
27147,Minority,Women,2007,Semi-Skilled
5890,White,Men,2007,Skilled
58703,White,Men,2007,Semi-Skilled
12370,Minority,Women,2015,Unskilled
53890,White,Men,2015,Unskilled
9746,Minority,Men,2015,Unskilled
41228,Minority,Men,2007,Unskilled
34126,White,Men,2007,Unskilled
17337,White,Women,2007,Skilled
34575,Minority,Women,2007,Unskilled
22432,Minority,Men,2007,Unskilled
37599,Minority,Men,2015,Unskilled
3721,White,Men,2007,Skilled
68983,White,Women,2007,Unskilled
2114,Minority,Men,2015,Skilled
65018,White,Men,2015,Semi-Skilled
13099,Minority,Women,2015,Unskilled
29877,Minority,Men,2015,Semi-Skilled
26259,Minority,Men,2007,Semi-Skilled
28067,Minority,Men,2015,Semi-Skilled
46519,White,Women,2015,Unskilled
8668,Minority,Women,2007,Unskilled
15844,Minority,Women,2007,Unskilled
38520,White,Women,2007,Unskilled
26334,White,Women,2007,Unskilled
2738,Minority,Men,2015,Skilled
15817,White,Men,2007,Skilled
1732,Minority,Women,2007,Skilled
38017,White,Women,2007,Unskilled
43597,Minority,Women,2007,Unskilled
73438,White,Men,2007,Unskilled
68517,White,Women,2007,Unskilled
45720,White,Women,2015,Unskilled
46214,White,Women,2015,Unskilled
3240,White,Men,2007,Skilled
68218,White,Men,2007,Unskilled
1282,White,Women,2007,Skilled
43985,White,Women,2015,Unskilled
68919,White,Women,2007,Unskilled
69920,White,Men,2015,Unskilled
66436,White,Men,2007,Unskilled
19105,Minority,Women,2015,Unskilled
51759,Minority,Women,2015,Unskilled
20997,White,Women,2015,Skilled
77078,White,Women,2007,Unskilled
9059,Minority,Women,2007,Unskilled
66594,White,Men,2007,Unskilled
44432,White,Women,2015,Unskilled
25141,Minority,Men,2007,Semi-Skilled
48719,White,Men,2007,Unskilled
80247,White,Men,2015,Unskilled
23502,Minority,Men,2015,Unskilled
25324,White,Women,2007,Unskilled
65808,White,Women,2015,Semi-Skilled
78170,White,Women,2007,Unskilled
80442,White,Men,2015,Unskilled
2581,White,Men,2007,Skilled
42876,White,Men,2015,Unskilled
53993,White,Men,2015,Unskilled
17431,Minority,Men,2015,Unskilled
8392,Minority,Women,2007,Unskilled
9257,Minority,Women,2007,Unskilled
68461,White,Women,2007,Unskilled
78470,White,Men,2015,Unskilled
21554,Minority,Men,2007,Unskilled
42068,Minority,Men,2007,Unskilled
352,White,Men,2007,Skilled
3979,White,Men,2007,Skilled
36527,White,Women,2007,Unskilled
25522,White,Women,2007,Unskilled
32946,Minority,Men,2007,Unskilled
46159,White,Women,2015,Unskilled
10629,Minority,Men,2015,Unskilled
35036,Minority,Women,2007,Unskilled
4333,White,Men,2007,Skilled
27057,White,Women,2007,Unskilled
56735,White,Men,2007,Semi-Skilled
1004,White,Women,2007,Skilled
83821,White,Women,2015,Unskilled
19752,White,Women,2015,Skilled
26666,White,Women,2007,Unskilled
53,White,Men,2007,Skilled
22540,Minority,Men,2007,Unskilled
18167,Minority,Women,2015,Unskilled
76113,White,Women,2007,Unskilled
45325,White,Women,2015,Unskilled
22149,Minority,Men,2007,Unskilled
69795,White,Men,2015,Unskilled
17045,White,Women,2007,Skilled
53364,White,Men,2015,Unskilled
76001,White,Women,2007,Unskilled
13005,White,Women,2015,Skilled
30874,White,Men,2015,Unskilled
52477,Minority,Women,2015,Unskilled
9365,White,Men,2015,Skilled
24745,Minority,Men,2007,Semi-Skilled
11723,Minority,Women,2015,Unskilled
9712,White,Men,2015,Skilled
40331,White,Women,2007,Unskilled
51736,Minority,Women,2015,Unskilled
3886,Minority,Men,2007,Skilled
56993,White,Men,2007,Semi-Skilled
43440,Minority,Women,2007,Unskilled
2450,White,Women,2015,Skilled
66021,White,Women,2015,Semi-Skilled
29115,White,Men,2015,Unskilled
65073,White,Women,2015,Semi-Skilled
13593,Minority,Men,2007,Unskilled
14768,White,Men,2007,Skilled
21378,Minority,Men,2007,Unskilled
39001,White,Women,2007,Unskilled
65778,White,Women,2015,Semi-Skilled
44375,White,Women,2015,Unskilled
59091,White,Men,2007,Semi-Skilled
72280,White,Men,2007,Unskilled
25925,White,Women,2007,Unskilled
10862,Minority,Men,2015,Unskilled
1737,Minority,Women,2007,Skilled
8244,White,Women,2007,Skilled
24068,White,Men,2007,Unskilled
